id,question,answer,alternate_questions,tags,source,source_section,status,owner,reviewer,last_reviewed,version,notes
KQ-035,"What is the implementation hierarchy under the Corporate Net-Zero Standard V2.0 and how must companies prioritize emissions reduction actions?","Implementation hierarchy. Intent: To establish an implementation hierarchy that prioritizes emissions reductions as close as possible to the source, while enabling credible and systemically relevant action at the activity pool or sector level where sufficient decarbonization is not feasible within the required timeframe. CNZS-C21. Companies shall prioritize activity-level actions to reduce emissions from their operations and value chains before pursuing more indirect action. This criterion CNZS-C21 applies to company categories A and B.","What is CNZS-C21?|Must companies reduce emissions directly before using market instruments?|What is the order of priority for emissions reduction actions under SBTi?","implementation hierarchy|CNZS-C21|activity-level actions|operations|value chain|indirect action|activity pool|sector level|decarbonization|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C21 Implementation Hierarchy","draft","","","","2.0","Also see KQ-031: How does the Corporate Net-Zero Standard V2.0 address emissions from shared systems such as activity pools?"
KQ-036,"How must companies define activity pool boundaries when taking action at the activity pool level under the Corporate Net-Zero Standard V2.0?","Implementation hierarchy. Intent: To establish an implementation hierarchy that prioritizes emissions reductions as close as possible to the source, while enabling credible and systemically relevant action at the activity pool or sector level where sufficient decarbonization is not feasible within the required timeframe. When taking action at the activity pool level, companies shall define the activity pool boundary at the smallest reasonable geographic or operational level within which emissions from the relevant activity can be collectively decarbonized. This criterion applies to company category A and company category B.","What is an activity pool boundary?|How granular must activity pool boundaries be under SBTi?|What geographic level applies to activity pool actions?","activity pool|activity pool boundary|geographic boundary|operational boundary|decarbonization|implementation hierarchy|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C21 Implementation Hierarchy / Activity Pool Boundary","draft","","","","2.0","Also see KQ-035: What is the implementation hierarchy under the Corporate Net-Zero Standard V2.0 and how must companies prioritize emissions reduction actions?"
KQ-037,"What must companies demonstrate before taking sector-level actions under the Corporate Net-Zero Standard V2.0?","Implementation hierarchy. Intent: To establish an implementation hierarchy that prioritizes emissions reductions as close as possible to the source, while enabling credible and systemically relevant action at the activity pool or sector level where sufficient decarbonization is not feasible within the required timeframe. When taking sector-level actions, companies shall demonstrate that structural constraints prevent action at the activity or activity pool level within the target timeframe. This criterion applies to company category A and company category B.","What justifies sector-level action under SBTi V2.0?|When can companies act at the sector level?|What structural constraints allow sector-level action?","sector-level action|structural constraints|implementation hierarchy|activity pool|target timeframe|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C21 Implementation Hierarchy / Sector-Level Actions","draft","","","","2.0","Also see KQ-035: What is the implementation hierarchy under the Corporate Net-Zero Standard V2.0? | Also see KQ-036: How must companies define activity pool boundaries when taking action at the activity pool level?"
KQ-038,"What reporting is required when companies take action at the activity pool or sector level to support target implementation?","Implementation hierarchy. Intent: To establish an implementation hierarchy that prioritizes emissions reductions as close as possible to the source, while enabling credible and systemically relevant action at the activity pool or sector level where sufficient decarbonization is not feasible within the required timeframe. Companies taking action at the activity pool or sector level to support target implementation shall report these actions. This criterion CNZS-C24 applies to company categories A and B.","What is CNZS-C24?|Must companies disclose activity pool or sector-level actions?|How are sector-level actions reported under SBTi V2.0?","CNZS-C24|reporting|activity pool|sector-level action|target implementation|transparency|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C24 Implementation Hierarchy / Reporting","draft","","","","2.0","Also see KQ-035: What is the implementation hierarchy under the Corporate Net-Zero Standard V2.0? | Also see KQ-036: How must companies define activity pool boundaries? | Also see KQ-037: What must companies demonstrate before taking sector-level actions?"
KQ-039,"What integrity criteria must companies apply to actions and market instruments used to support target implementation under the Corporate Net-Zero Standard V2.0?","Actions & market instruments integrity criteria. Intent: To ensure that actions and market instruments in support of target implementation deliver credible, high-integrity outcomes that reflect real-world emissions reductions and support system-wide decarbonization. CNZS-C25. Companies shall ensure that actions, including projects and market instruments, taken to support target implementation meet relevant integrity criteria. This criterion CNZS-C25 applies to company categories A and B.","What is CNZS-C25?|What makes a market instrument high-integrity under SBTi?|What criteria apply to actions supporting SBTi targets?","CNZS-C25|integrity criteria|market instruments|actions|projects|target implementation|decarbonization|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C25 Actions & Market Instruments Integrity","draft","","","","2.0","Also see KQ-035: What is the implementation hierarchy under the Corporate Net-Zero Standard V2.0? | Also see KQ-030: How must companies account for and report mitigation actions and market instruments that fall outside their physical GHG inventory?"
KQ-040,"What project integrity criteria must companies meet when using projects to support target implementation under the Corporate Net-Zero Standard V2.0?","Actions & market instruments integrity criteria. Intent: To ensure that actions and market instruments in support of target implementation deliver credible, high-integrity outcomes that reflect real-world emissions reductions and support system-wide decarbonization. CNZS-C26. Companies shall ensure that any projects used to support target implementation meet recognized third-party integrity criteria, where applicable, and SBTi minimum integrity criteria. This criterion applies to company categories A and B.","What is CNZS-C26?|What third-party standards apply to projects under SBTi V2.0?|What are SBTi minimum integrity criteria for projects?","CNZS-C26|project integrity|third-party criteria|SBTi minimum integrity|target implementation|market instruments|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C26 Actions & Market Instruments Integrity / Projects","draft","","","","2.0","Also see KQ-039: What integrity criteria must companies apply to actions and market instruments used to support target implementation?"
KQ-041,"What integrity criteria must companies meet when using market instruments to support target implementation under the Corporate Net-Zero Standard V2.0?","Actions & market instruments integrity criteria. Intent: To ensure that actions and market instruments in support of target implementation deliver credible, high-integrity outcomes that reflect real-world emissions reductions and support system-wide decarbonization. CNZS-C27. Companies shall ensure that any market instruments used to support target implementation meet recognized third-party integrity criteria, where applicable, and SBTi minimum integrity criteria. This criterion CNZS-C27 applies to company categories A and B.","What is CNZS-C27?|What third-party standards apply to market instruments under SBTi V2.0?|What are SBTi minimum integrity criteria for market instruments?","CNZS-C27|market instruments|integrity criteria|third-party criteria|SBTi minimum integrity|target implementation|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C27 Actions & Market Instruments Integrity / Market Instruments","draft","","","","2.0","Also see KQ-039: What integrity criteria must companies apply to actions and market instruments used to support target implementation? | Also see KQ-040: What project integrity criteria must companies meet when using projects to support target implementation?"
KQ-042,"What tracking and anti-double-counting requirements apply to energy attribute and commodity certificates used to support target implementation under the Corporate Net-Zero Standard V2.0?","Actions & market instruments integrity criteria. Intent: To ensure that actions and market instruments in support of target implementation deliver credible, high-integrity outcomes that reflect real-world emissions reductions and support system-wide decarbonization. CNZS-C28. Companies shall ensure that any energy attribute and commodity certificates used to support target implementation are issued, transferred, and retired through transparent, secure tracking systems that prevent double counting. This criterion CNZS-C28 applies to company categories A and B, except sub-criterion C28.2, which is Category A only.","What is CNZS-C28?|How must energy attribute certificates be tracked under SBTi V2.0?|How does SBTi prevent double counting of certificates?","CNZS-C28|energy attribute certificates|commodity certificates|tracking systems|double counting|transparency|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C28 Actions & Market Instruments Integrity / Certificate Tracking","draft","","","","2.0","Also see KQ-039: What integrity criteria must companies apply to actions and market instruments? | Also see KQ-040: What project integrity criteria must companies meet? | Also see KQ-041: What integrity criteria must companies meet when using market instruments?"
KQ-043,"How must companies prioritize actions when decarbonizing electricity consumption under the Corporate Net-Zero Standard V2.0?","Applying the implementation hierarchy to electricity consumption. Intent: To drive meaningful decarbonization of electricity consumption in both operations and value chains by focusing actions on the sources of electricity use while supporting the transition of the systems on which they depend. The relevant criteria set out earlier in this chapter apply equally to electricity-related actions. Companies shall therefore ensure that implementation actions for electricity meet all applicable requirements, including the temporal (12-month) alignment requirement (CNZS-C25.5). CNZS-C29. Companies shall prioritize activity-level actions in decarbonizing electricity consumption. This criterion CNZS-C29 applies to company categories A and B.","What is CNZS-C29?|How should companies decarbonize their electricity use under SBTi V2.0?|What is the hierarchy for electricity decarbonization actions?","CNZS-C29|electricity consumption|decarbonization|activity-level actions|implementation hierarchy|temporal alignment|CNZS-C25.5|value chain|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C29 Implementation Hierarchy / Electricity Consumption","draft","","","","2.0","Also see KQ-035: What is the implementation hierarchy under the Corporate Net-Zero Standard V2.0? | Also see KQ-033: What are the geographic and temporal matching requirements for Scope 2 electricity?"
KQ-044,"How must companies define activity pool boundaries for operational and value chain electricity consumption under the Corporate Net-Zero Standard V2.0?","Applying the implementation hierarchy to electricity consumption. Intent: To drive meaningful decarbonization of electricity consumption in both operations and value chains by focusing actions on the sources of electricity use while supporting the transition of the systems on which they depend. The relevant criteria set out earlier in this chapter apply equally to electricity-related actions. Companies shall therefore ensure that implementation actions for electricity meet all applicable requirements, including the temporal (12-month) alignment requirement (CNZS-C25.5). Companies shall define activity pool boundaries for their operational (scope 2) and value chain (scope 3) electricity consumption based on deliverability regions. This criterion CNZS-C30 applies to company categories A and B.","What is CNZS-C30?|How are deliverability regions used to define electricity activity pool boundaries?|What boundaries apply to scope 2 and scope 3 electricity consumption?","CNZS-C30|activity pool boundaries|deliverability regions|scope 2|scope 3|electricity consumption|operational emissions|value chain|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C30 Implementation Hierarchy / Electricity Activity Pool Boundaries","draft","","","","2.0","Also see KQ-036: How must companies define activity pool boundaries when taking action at the activity pool level? | Also see KQ-043: How must companies prioritize actions when decarbonizing electricity consumption?"
KQ-045,"What eligibility criteria must market instruments applied to electricity consumption from an activity pool meet under the Corporate Net-Zero Standard V2.0?","Applying the implementation hierarchy to electricity consumption. Intent: To drive meaningful decarbonization of electricity consumption in both operations and value chains by focusing actions on the sources of electricity use while supporting the transition of the systems on which they depend. The relevant criteria set out earlier in this chapter apply equally to electricity-related actions. Companies shall therefore ensure that implementation actions for electricity meet all applicable requirements, including the temporal (12-month) alignment requirement (CNZS-C25.5). CNZS-C31. Companies shall ensure that any market instruments applied to electricity consumption from an activity pool meet eligibility criteria. This criterion CNZS-C31 applies to company categories A and B.","What is CNZS-C31?|What criteria apply to energy attribute certificates used for activity pool electricity?|Are there eligibility rules for market instruments applied to electricity?","CNZS-C31|market instruments|electricity consumption|activity pool|eligibility criteria|energy attribute certificates|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C31 Implementation Hierarchy / Electricity Market Instruments","draft","","","","2.0","Also see KQ-039: What integrity criteria must companies apply to actions and market instruments? | Also see KQ-044: How must companies define activity pool boundaries for operational and value chain electricity consumption?"
KQ-046,"What does the Corporate Net-Zero Standard V2.0 require for calculating and reporting hourly matching of Scope 2 electricity consumption?","Scope 2 hourly matching. The intent is to improve transparency on the temporal alignment between electricity consumption and low-carbon electricity (LCE) generation, and to recognize companies that demonstrate leadership in aligning electricity demand with low-carbon supply on an hourly basis. To inform future revisions of the Corporate Net-Zero Standard, the SBTi intends to launch a Call for Evidence to better understand how hourly matching should be deployed in the context of a target-setting program. CNZS-C32 states that companies shall calculate and report the percentage of scope 2 electricity consumption in activity pools with significant electricity use that was contracted or matched with low-carbon electricity on an hourly basis. This criterion CNZS-C32 applies to company category A and is optional for company category B.","What is CNZS-C32?|How is hourly matching calculated under SBTi V2.0?|Which companies must report hourly matching of electricity?","CNZS-C32|hourly matching|scope 2|electricity consumption|low-carbon electricity|LCE|activity pools|temporal alignment|transparency|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C32 Scope 2 Hourly Matching","draft","","","","2.0","Also see KQ-034: What does the Corporate Net-Zero Standard V2.0 require and offer regarding hourly matching of Scope 2 electricity consumption? | Also see KQ-033: What are the geographic and temporal matching requirements for Scope 2 electricity?"
KQ-047,"What is the SBTi's optional Scope 2 Hourly Matching recognition program and what must companies indicate regarding participation?","Scope 2 hourly matching. The intent is to improve transparency on the temporal alignment between electricity consumption and low-carbon electricity (LCE) generation, and to recognize companies that demonstrate leadership in aligning electricity demand with low-carbon supply on an hourly basis. To inform future revisions of the Corporate Net-Zero Standard, the SBTi intends to launch a Call for Evidence to better understand how hourly matching should be deployed in the context of a target-setting program. CNZS-C33. Companies shall indicate whether they intend to take part in the SBTi's optional Scope 2 Hourly Matching reprogram. This criterion CNZS-C33 is optional for company categories A and B.","What is CNZS-C33?|Is the Scope 2 Hourly Matching recognition program mandatory?|How do companies opt into the SBTi hourly matching program?","CNZS-C33|hourly matching|scope 2|recognition program|optional|low-carbon electricity|temporal alignment|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C33 Scope 2 Hourly Matching Recognition Program","draft","","","","2.0","Also see KQ-046: What does the Corporate Net-Zero Standard V2.0 require for calculating and reporting hourly matching of Scope 2 electricity consumption? | Also see KQ-034: What does the Corporate Net-Zero Standard V2.0 require and offer regarding hourly matching of Scope 2 electricity consumption?"
KQ-048,"What recognition is available to companies that meet the Scope 2 hourly matching thresholds under the Corporate Net-Zero Standard V2.0?","Scope 2 hourly matching. The intent is to improve transparency on the temporal alignment between electricity consumption and low-carbon electricity (LCE) generation, and to recognize companies that demonstrate leadership in aligning electricity demand with low-carbon supply on an hourly basis. To inform future revisions of the Corporate Net-Zero Standard, the SBTi intends to launch a Call for Evidence to better understand how hourly matching should be deployed in the context of a target-setting program. Companies whose reported scope 2 hourly matching percentage of electricity consumption meets the defined recognition thresholds shall be eligible for recognition on the SBTi Dashboard. This criterion CNZS-C34 is optional for company categories A and B.","What is CNZS-C34?|How are companies recognized for hourly matching under SBTi V2.0?|What thresholds must be met for SBTi Dashboard recognition?","CNZS-C34|hourly matching|scope 2|recognition|SBTi Dashboard|thresholds|low-carbon electricity|optional|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C34 Scope 2 Hourly Matching Recognition","draft","","","","2.0","Also see KQ-046: What does the Corporate Net-Zero Standard V2.0 require for calculating and reporting hourly matching of Scope 2 electricity consumption? | Also see KQ-047: What is the SBTi's optional Scope 2 Hourly Matching recognition program?"
KQ-049,"What sustainability criteria must companies apply to bio-based feedstocks under the Corporate Net-Zero Standard V2.0?","Sustainability of bio-based feedstocks. Intent: To ensure that bio-based feedstocks used by companies are sourced and managed in a way that supports sustainable production, avoids environmental harm, and enables accurate accounting of land-related emissions and removals. CNZS-C35. Companies shall ensure that bio-based feedstocks meet recognized third-party sustainability criteria, where applicable, and SBTi minimum sustainability criteria. This criterion CNZS-C35 applies to company category A and is optional for company category B.","What is CNZS-C35?|Are bio-based feedstocks regulated under SBTi V2.0?|What third-party standards apply to bio-based feedstocks?","CNZS-C35|bio-based feedstocks|sustainability criteria|third-party criteria|SBTi minimum criteria|land-related emissions|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C35 Sustainability of Bio-Based Feedstocks","draft","","","","2.0",""
KQ-050,"For Category A, is independent third-party assurance verification required at the end of a company's target timeframe for progress assessment under the Corporate Net-Zero Standard V2.0?","At the end of a company's target timeframe, it prepares a progress assessment showing how far it has advanced toward its targets. For Category A companies, the progress assessment is assured by an independent third party.","Is progress assessment mandatory under SBTi V2.0?|Who assures the progress assessment for Category A companies?|What happens at the end of a target cycle under the Corporate Net-Zero Standard?","progress assessment|end-of-cycle|third-party assurance|Category A|target timeframe|independent assurance","SBTi Corporate Net-Zero Standard V2.0","Progress Assessment / End-of-Cycle","draft","","","","2.0","Also see KQ-016: What does the Corporate Net-Zero Standard require regarding third-party assurance of the target base year GHG inventory?"
KQ-051,"Under what conditions may companies proceed to set new targets after a progress assessment under the Corporate Net-Zero Standard V2.0?","Companies that demonstrate they have applied available levers within their control or influence, and taken credible action to overcome barriers, may proceed to set new targets and continue progressing toward net-zero.","Can companies set new targets if they missed previous ones?|What is required to continue in the SBTi framework after a target cycle?|What happens if a company does not meet its SBTi targets?","progress assessment|new targets|net-zero|barriers|available levers|credible action|target cycle","SBTi Corporate Net-Zero Standard V2.0","Progress Assessment / Setting New Targets","draft","","","","2.0","Also see KQ-050: For Category A, is independent third-party assurance verification required at the end of a company's target timeframe for progress assessment?"
KQ-052,"What does the Corporate Net-Zero Standard V2.0 require for target setting at the end of each cycle?","At the end of each cycle, companies establish new targets based on their most recent progress to support continued emissions reductions. Companies are strongly encouraged to submit next-cycle targets before their current target timeframes end to avoid gaps between targets.","When must companies set new targets under SBTi V2.0?|Can there be a gap between SBTi target cycles?|How does target cycling work under the Corporate Net-Zero Standard?","target cycle|new targets|end-of-cycle|continued emissions reductions|gaps|target timeframe","SBTi Corporate Net-Zero Standard V2.0","Progress Assessment / End-of-Cycle Target Setting","draft","","","","2.0","Also see KQ-051: Under what conditions may companies proceed to set new targets after a progress assessment?"
KQ-053,"What does the Corporate Net-Zero Standard V2.0 require for annual tracking and reporting of progress against targets?","Tracking progress. Intent: To ensure transparent and consistent tracking of progress against validated targets and provide clear visibility into emissions trends and implementation challenges. CNZS-C36. Companies shall track and report progress against targets annually. This criterion CNZS-C36 applies to company categories A and B.","What is CNZS-C36?|How often must companies report progress under SBTi V2.0?|Is annual reporting mandatory under the Corporate Net-Zero Standard?","CNZS-C36|annual reporting|progress tracking|targets|transparency|emissions trends|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C36 Tracking Progress","draft","","","","2.0","Also see KQ-052: What does the Corporate Net-Zero Standard V2.0 require for target setting at the end of each cycle?"
KQ-054,"What does the Corporate Net-Zero Standard V2.0 require for assessing and reporting progress at the end of each target cycle?","Assessing progress at the end of the target cycle. Intent: To ensure companies transparently assess and communicate progress based on changes in the physical GHG inventory and reporting of implementation actions and associated outcomes, with appropriate assurance where applicable, enabling credible claims. CNZS-C37. Companies shall assess and report progress against targets at the end of each target cycle. This criterion CNZS-C37 applies to company categories A and B, except sub-criteria C37.5 and C37.7, which are Category A only.","What is CNZS-C37?|What must companies report at the end of a target cycle?|How is end-of-cycle progress assessed under SBTi V2.0?","CNZS-C37|end-of-cycle|progress assessment|GHG inventory|implementation actions|assurance|credible claims|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C37 Assessing Progress at End of Target Cycle","draft","","","","2.0","Also see KQ-053: What does the Corporate Net-Zero Standard V2.0 require for annual tracking and reporting of progress against targets? | Also see KQ-050: For Category A, is independent third-party assurance verification required at the end of a company's target timeframe?"
KQ-055,"Where and how will a company's voluntary Ongoing Emissions Responsibility (OER) recognition program be recognized?","The voluntary Ongoing Emissions Responsibility (OER) recognition program will recognize companies for their climate contributions on the SBTi Dashboard.","What is the OER recognition program?|How are climate contributions recognized under SBTi V2.0?|Where is OER recognition displayed?","OER|Ongoing Emissions Responsibility|recognition program|SBTi Dashboard|climate contributions|voluntary","SBTi Corporate Net-Zero Standard V2.0","Ongoing Emissions Responsibility / Recognition","draft","","","","2.0",""
KQ-056,"What are the three phases of the Ongoing Emissions Responsibility (OER) framework under the Corporate Net-Zero Standard V2.0?","TheOER framework has three phases: 1) the optional recognition program effective under the Corporate Net-Zero Standard V2.0; 2) the post-2035 responsibility requirement; and 3) the net-zero residual emissions requirement. The post-2035 requirement takes effect at a future date, while the net-zero requirement applies once scope 1, scope 2, and scope 3 emissions reach residual levels. Both sets of provisions are included to indicate expectations under the Corporate Net-Zero Standard at the relevant stage.","What is the OER framework?|What happens after 2035 under the Corporate Net-Zero Standard?|When does the net-zero residual emissions requirement apply?","OER|Ongoing Emissions Responsibility|three phases|post-2035|residual emissions|net-zero|scope 1|scope 2|scope 3|recognition program","SBTi Corporate Net-Zero Standard V2.0","Ongoing Emissions Responsibility / Three Phases","draft","","","","2.0","Also see KQ-055: Where and how will a company's voluntary Ongoing Emissions Responsibility (OER) recognition program be recognized?"
KQ-057,"What are the three recognition levels under the OER optional recognition program and what distinguishes them?","Under the OER optional recognition program, companies can earn recognition across three levels – Engaged, Advanced, and Leadership – which are distinguished by the volume of emissions covered. The Leadership level represents the full internalization of the cost of climate change, and all companies are encouraged to strive toward the ambition of this level over time.","What is the difference between Engaged, Advanced, and Leadership under OER?|What does the Leadership level mean under the OER program?|How are OER recognition levels determined?","OER|Engaged|Advanced|Leadership|recognition levels|emissions covered|climate change|internalization","SBTi Corporate Net-Zero Standard V2.0","Ongoing Emissions Responsibility / Recognition Levels","draft","","","","2.0","Also see KQ-055: Where and how will a company's voluntary OER recognition program be recognized? | Also see KQ-056: What are the three phases of the OER framework?"
KQ-058,"What are the post-2035 and net-zero target year obligations under the OER framework for Category A companies and companies with net-zero targets?","The OER recognition program will remain optional until 2035, after which Category A companies will be required to support eligible carbon removals. The recognition model will operate in parallel to these post-2035 requirements. By their net-zero target year and thereafter, all companies with net-zero targets are expected to reduce emissions to zero or residual levels and neutralize 100% of residual emissions using eligible carbon removals, either directly or jointly with value chain partners.","When does OER become mandatory for Category A?|What must companies do at their net-zero target year?|How must residual emissions be neutralized under the Corporate Net-Zero Standard V2.0?","OER|post-2035|Category A|carbon removals|net-zero target year|residual emissions|neutralization|value chain partners|eligible carbon removals","SBTi Corporate Net-Zero Standard V2.0","Ongoing Emissions Responsibility / Post-2035 and Net-Zero Year Obligations","draft","","","","2.0","Also see KQ-056: What are the three phases of the OER framework? | Also see KQ-057: What are the three recognition levels under the OER optional recognition program?"
KQ-059,"How is recognition under the optional OER program assessed and awarded under the Corporate Net-Zero Standard V2.0?","Optional OER recognition program: Eligibility & program structure. Intent: To ensure that recognition is granted only to companies that are delivering against their validated targets and that take responsibility for ongoing emissions by providing climate contributions that support verified mitigation or other climate action at a level aligned with their selected recognition tier. CNZS-C39. Recognition for ongoing emissions responsibility shall be assessed and awarded at the End-of-cycle Assessment based on progress against validated targets and delivery of climate contributions in accordance with a selected recognition level. This criterion CNZS-C39 is part of the optional Ongoing Emissions Responsibility recognition program and is not differentiated by company category. This criterion CNZS-C39 applies to company categories A and B.","What is CNZS-C39?|When is OER recognition assessed?|What must companies deliver to earn OER recognition?","CNZS-C39|OER|recognition|End-of-cycle Assessment|climate contributions|validated targets|recognition tier|verified mitigation|Category A|Category B","SBTi Corporate Net-Zero Standard V2.0","CNZS-C39 OER Recognition Eligibility & Program Structure","draft","","","","2.0","Also see KQ-055: Where and how will a company's voluntary OER recognition program be recognized? | Also see KQ-057: What are the three recognition levels under the OER optional recognition program? | Also see KQ-058: What are the post-2035 and net-zero target year obligations under the OER framework?"
KQ-060,"What must companies do to participate in the OER recognition program and deliver climate contributions under the Corporate Net-Zero Standard V2.0?","Optional OER recognition program. Intent: To ensure that recognition is granted only to companies that are delivering against their validated targets and that take responsibility for ongoing emissions by providing climate contributions that support verified mitigation or other climate action at a level aligned with their selected recognition tier. CNZS-C40. Companies shall select a recognition level and, over the near-term target timeframe, deliver climate contributions at a scale determined by the required coverage of ongoing scope 1, scope 2, and scope 3 emissions and contributions under that level. This criterion CNZS-C40 is part of the optional Ongoing Emissions Responsibility recognition program and is not differentiated by company category.","What is CNZS-C40?|How do companies select an OER recognition level?|What scale of climate contributions is required under the OER program?","CNZS-C40|OER|recognition level|climate contributions|scope 1|scope 2|scope 3|near-term target timeframe|optional","SBTi Corporate Net-Zero Standard V2.0","CNZS-C40 OER Recognition Program / Climate Contributions","draft","","","","2.0","Also see KQ-057: What are the three recognition levels under the OER optional recognition program? | Also see KQ-059: How is recognition under the optional OER program assessed and awarded?"
KQ-061,"What are the specific emissions coverage requirements and climate contribution delivery approaches for each of the three OER recognition levels (Engaged, Advanced, and Leadership)?","The Ongoing Emissions Responsibility program recognition levels has three recognition levels: Engaged, Advanced, and Leadership. Each level has a required emissions coverage amount and a climate contribution delivery approach. At the Engaged level, companies must cover 1% of their total ongoing emissions. The contribution budget is calculated by multiplying the covered emissions by a dollar amount per tonne of carbon dioxide equivalent, or tCO₂e. However, there is no mandated price set for this level. Companies can meet the requirement either by using the contribution budget approach or by providing verified mitigation outcomes equal in volume to the covered emissions. At the Advanced level, companies must cover 10% of their total ongoing emissions, including 100% of Scope 1 and Scope 2 emissions. The contribution budget is calculated by multiplying covered emissions by $20 per tCO₂e. Companies can meet this level either through the contribution budget approach or by delivering verified mitigation outcomes equal in volume to the covered emissions. At the Leadership level, the coverage requirement depends on the type of company. Category A companies must cover 100% of their total ongoing emissions. Category B companies must cover 10% of their total ongoing emissions, including 100% of Scope 1 and Scope 2 emissions. The contribution budget is calculated by multiplying covered emissions by $80 per tCO₂e. Unlike the lower levels, companies at the Leadership level must use both the contribution budget approach and the verified mitigation approach. This means they must also deliver verified mitigation outcomes equal in volume to the covered emissions.","What percentage of emissions must be covered at each OER level?|What is the price per tCO2e at each OER recognition level?|What is the difference between Engaged, Advanced, and Leadership in the OER program?","OER|Engaged|Advanced|Leadership|emissions coverage|contribution budget|tCO2e|verified mitigation outcomes|scope 1|scope 2|Category A|Category B|$20|$80","SBTi Corporate Net-Zero Standard V2.0","OER Recognition Levels / Coverage and Contribution Requirements","draft","","","","2.0","Also see KQ-057: What are the three recognition levels under the OER optional recognition program? | Also see KQ-060: What must companies do to participate in the OER recognition program and deliver climate contributions?"
KQ-062,"What types of climate contributions are eligible for recognition under the OER program?","CNZS-C41. Companies shall use climate contributions to support only eligible verified mitigation outcomes and/or other eligible climate actions toward recognition under the Ongoing Emissions Responsibility recognition program.","What is CNZS-C41?|What qualifies as a climate contribution under the OER program?|Can any carbon credit be used for OER recognition?","CNZS-C41|OER|climate contributions|verified mitigation outcomes|eligible climate actions|recognition","SBTi Corporate Net-Zero Standard V2.0","CNZS-C41 OER Eligible Climate Contributions","draft","","","","2.0","Also see KQ-059: How is recognition under the optional OER program assessed and awarded? | Also see KQ-060: What must companies do to participate in the OER recognition program? | Also see KQ-061: What are the specific emissions coverage requirements and climate contribution delivery approaches for each OER recognition level?"
KQ-063,"What integrity criteria must activities supported under the OER recognition program meet under the Corporate Net-Zero Standard V2.0?","Optional OER recognition program: Integrity criteria for supported activities. Intent: To ensure that activities supported under the OER recognition program deliver credible climate impact and adhere to robust integrity and quality standards, safeguarding environmental and social outcomes. CNZS-C42. Companies shall ensure that the activities they support as part of the Ongoing Emissions Responsibility recognition program meet recognized third-party high-integrity criteria, where applicable, and SBTi minimum integrity criteria. This criterion CNZS-C42 is part of the optional Ongoing Emissions Responsibility recognition program and is not differentiated by company category.","What is CNZS-C42?|What standards apply to OER-supported activities?|What is high-integrity under the OER program?","CNZS-C42|OER|integrity criteria|third-party|high-integrity|SBTi minimum integrity|environmental outcomes|social outcomes|climate impact","SBTi Corporate Net-Zero Standard V2.0","CNZS-C42 OER Integrity Criteria for Supported Activities","draft","","","","2.0","Also see KQ-039: What integrity criteria must companies apply to actions and market instruments used to support target implementation? | Also see KQ-062: What types of climate contributions are eligible for recognition under the OER program?"
KQ-064,"How must companies account for and report verified mitigation outcomes under the OER recognition program?","Optional OER recognition program: Accounting & reporting. Intent: To ensure that ongoing emissions responsibility is transparently accounted for and reported separately from inventory and target progress, enabling assessment of conformance with standard requirements. CNZS-C43. Companies taking part in the Ongoing Emissions Responsibility recognition program shall account for supported verified mitigation outcomes separately from inventory and target progress, and prevent double claiming. This criterion CNZS-C43 is part of the optional Ongoing Emissions Responsibility recognition program and is not differentiated by company category.","What is CNZS-C43?|How are OER climate contributions reported?|How does SBTi prevent double claiming under the OER program?","CNZS-C43|OER|verified mitigation outcomes|accounting|reporting|double claiming|inventory|target progress|transparency","SBTi Corporate Net-Zero Standard V2.0","CNZS-C43 OER Accounting & Reporting","draft","","","","2.0","Also see KQ-062: What types of climate contributions are eligible for recognition under the OER program? | Also see KQ-063: What integrity criteria must activities supported under the OER recognition program meet?"
